participante,comentário,dia
fcd08197-e61d-4cc4-8460-7859bc9ee761,um momento cheio de aprendizado,23/07/2025 15:17
fcd08197-e61d-4cc4-8460-7859bc9ee761,amei,23/07/2025 15:17
edb1ed7b-5a06-419c-bbb0-692a9fbf269e,gostei bastante da iniciativa de ensino de programação competitiva para meninas em escolas públicas,23/07/2025 15:19
ecf86f01-f235-4ce6-b218-43e9ae6ebb8f,amei a apresentação de projetos! super inspiradores,23/07/2025 15:20
ecf86f01-f235-4ce6-b218-43e9ae6ebb8f,sessão de posters muito linda!,23/07/2025 15:20
edb1ed7b-5a06-419c-bbb0-692a9fbf269e,as estatísticas são bastante otimistas,23/07/2025 15:20
fcd08197-e61d-4cc4-8460-7859bc9ee761,momento enriquecedor,23/07/2025 15:20
fcd08197-e61d-4cc4-8460-7859bc9ee761,gostei muito,23/07/2025 15:20
7695e714-3a65-4d70-af59-1b2052e09d00,muito bom,23/07/2025 15:22
7695e714-3a65-4d70-af59-1b2052e09d00,gostei,23/07/2025 15:22
0fd4184b-054c-4f30-a68f-4f62688e40b4,primeira vez no congresso. amei,23/07/2025 15:23
0fd4184b-054c-4f30-a68f-4f62688e40b4,voltarei nos próximos com certeza.,23/07/2025 15:24
489050ba-f6ce-4f05-a8ce-d6bdee47371a,parabéns aos projetos parceiros!!!,23/07/2025 15:33
6f0e3eaf-fbf3-4cda-afac-5bea2ead2b37,parabéns pelo evento!,23/07/2025 15:42
6f0e3eaf-fbf3-4cda-afac-5bea2ead2b37,evento muito bem organizado! gostei da exposição dos projetos parceiros.,23/07/2025 15:43
4775372c-ada6-4087-bb2c-70b01e4bd2f8,"palestra maravilhosa demais, muito conhecimento compartilhado ☺️",23/07/2025 15:57
7ff8200d-cf7f-46b9-82e4-f6cf85fded45,evento perfeito,23/07/2025 16:12
92884dd4-6d85-4439-b8ed-855f735d689a,ótimo,23/07/2025 16:13
92884dd4-6d85-4439-b8ed-855f735d689a,ufs aquii,23/07/2025 16:13
1130f3f4-1e33-482d-a327-745c63f1516b,amei os pôsteres!!!!,23/07/2025 16:14
81c3d4c8-2223-4ace-9cda-6620ed75bf1a,que bom ver tantos pôsteres de programas parceiros!!!,23/07/2025 16:16
7ff8200d-cf7f-46b9-82e4-f6cf85fded45,o segundo dia também está sendo incrível,23/07/2025 16:16
575e397c-e7d3-4587-9a09-46e3df1ccdf4,adorei conhecer novos projetos parceiros durante a sessão de pôster!,23/07/2025 16:17
ccf1aa16-c6a5-4d78-85ab-a43ad8256de3,💗💗💗💗👩🏻‍💻,23/07/2025 16:18
8b928f09-aedb-4ce1-a365-4d56a0839c50,estou amando a gameficação!!,23/07/2025 16:23
51dee22d-fc70-4bc4-b8ad-c757599b8ba8,muito conhecimento,23/07/2025 16:26
0075ff65-ea4f-498d-992f-ada2464aa615,muito bom  o evento!,23/07/2025 16:26
0075ff65-ea4f-498d-992f-ada2464aa615,programacao wit maravilhosa!,23/07/2025 16:27
464bbcb6-2b9f-498e-bfbd-4f0b6935e844,que evento lindo! perfeito! estou encantada 😍,23/07/2025 16:30
464bbcb6-2b9f-498e-bfbd-4f0b6935e844,a coordenação do evento está de parabéns!!! csbc em maceió é tudo de melhor 💞💞💞💞💞,23/07/2025 16:30
adec314d-1120-4e55-985a-8bdbbf48be55,"parabéns, pela organização do evento! as pautas são muito relevantes.",23/07/2025 16:34
6d48edcf-e6d6-48d3-a2e0-e9296cb697f3,a exposição dos projetos parceiros foi um sucesssooooo,23/07/2025 16:35
fe69c798-5373-4255-831b-9a1ce468c5d6,a sessão de pôsteres foi incrível! conhecer mulheres com força de vontade dá inspiração para fazer o mesmo,23/07/2025 16:37
d9d06ba9-ddc7-49e3-8ff8-cfc02ea63d0f,amei a apresentação de banners! conhecer os outros projetos e falar sobre o meninas.comp foi bom demais!,23/07/2025 16:38
d41245db-625f-483f-8dc9-03a25833c76c,❤️,23/07/2025 16:44
d9d06ba9-ddc7-49e3-8ff8-cfc02ea63d0f,muito importante o relatório feito pela cide! obrigada por trazerem ele para que a comunidade se conscientize cada vez mais,23/07/2025 16:46
1ced77b3-b5de-4d74-8882-f7ffe3d9ec30,muito gratificante estar participando,23/07/2025 16:50
1ced77b3-b5de-4d74-8882-f7ffe3d9ec30,sem comentários,23/07/2025 16:50
adec314d-1120-4e55-985a-8bdbbf48be55,"devemos, sim, criar um ambiente em que todos se sintam bem-vindos! para isso é preciso compreender os porquês das diferenças de representatividade em relação à sociedade brasileira na sbc.",23/07/2025 16:51
4775372c-ada6-4087-bb2c-70b01e4bd2f8,"adorei a sessão de pôsteres, muitos trabalhos brilhantes 💜",23/07/2025 16:52
7ff8200d-cf7f-46b9-82e4-f6cf85fded45,💖💖💖,23/07/2025 16:57
e56b565e-2680-4f05-bfb5-f672c691d632,a sessão de pôsteres foi inspiradora! parabéns a todos os projetos parceiros.,23/07/2025 16:57
8f0f4c0d-f2eb-4b18-8099-25bcd217a483,importantíssimo ter o presidente da acm compreendendo a importância da diversidade na computação,23/07/2025 16:57
352e47bd-d2bf-4541-a6ce-6498a321db06,ainda estamos por aqui,23/07/2025 16:59
a963dd12-40da-4337-b329-0e358fc55b57,achei extremamente interessante e bem vindo ao evento.,23/07/2025 17:02
03a65761-df50-4a1d-b247-f846bd21c48e,eu amei,23/07/2025 17:03
03a65761-df50-4a1d-b247-f846bd21c48e,adorei,23/07/2025 17:03
352e47bd-d2bf-4541-a6ce-6498a321db06,extremamente interessante!!!!!,23/07/2025 17:04
1adbc12f-bf03-4c55-8960-539251e80c9e,segundo dia <3,23/07/2025 17:05
bc4009b6-e6ad-4b08-8126-a0e91ba35f4b,adorei ver mulheres tão importantes e inteligentes nesse evento. obrigada por serem inspirações pra todas as meninas no congresso!,23/07/2025 17:06
3efe71e2-c0d5-4596-b566-0ef34e7ff13d,"já no início da apresentação da embraer me encantou os olhos, simplesmente incrível!!!!!",23/07/2025 17:06
34f169b0-0592-49a9-adae-030f73515e9e,"pude aprender bastante sobre inclusão das mulheres na tecnologia, acredito que a palestra sanou diversas dúvidas pessoais minhas.",23/07/2025 17:17
34f169b0-0592-49a9-adae-030f73515e9e,ótima palestra! muito grata por poder participar,23/07/2025 17:19
38a3f457-2608-4b06-a8f5-f05a3c41b341,parabéns por esse evento incrível! é muito bom ver as meninas de diferentes estados tão engajadas em um único propósito,23/07/2025 17:20
bc4009b6-e6ad-4b08-8126-a0e91ba35f4b,segundo dia ❤️❤️,23/07/2025 17:24
bc4009b6-e6ad-4b08-8126-a0e91ba35f4b,amei a palestra da embraer,23/07/2025 17:25
bc4009b6-e6ad-4b08-8126-a0e91ba35f4b,top top top,23/07/2025 17:25
464bbcb6-2b9f-498e-bfbd-4f0b6935e844,"genteee, que evento toppp",23/07/2025 17:48
464bbcb6-2b9f-498e-bfbd-4f0b6935e844,maravilhosoooooo!!!,23/07/2025 17:49
e6d477bf-b603-42a7-985e-ac84356103b9,parabéns pelo evento!,23/07/2025 18:01
1e411a8b-4d32-4425-945d-09887c5071b8,entrega das camisas hoje foi emocionante!!!,23/07/2025 18:01
e6d477bf-b603-42a7-985e-ac84356103b9,que emocionante!,23/07/2025 18:02
1e411a8b-4d32-4425-945d-09887c5071b8,segundo dia está terminando com sucesso❤️,23/07/2025 18:04
6933d6a3-26d4-4177-97e9-e7325d50bfaa,marinalva você me representa!,23/07/2025 18:06
c23e3c88-36e4-4099-abc5-67195fb50d88,adorei a sessão de pôsteres. é muito interessante ver tantos trabalhos voltados para mulheres em um congresso de computação.,23/07/2025 18:21
c23e3c88-36e4-4099-abc5-67195fb50d88,"como mulher na área de computação, acho muito importante eventos como esse.",23/07/2025 18:22
1c7000ea-e558-4ef4-93d8-2c018ec84123,sempre muito bom ver jogos sobre mulheres em stem💕,23/07/2025 18:38
b7c16dca-5c66-4a7b-8685-96474b1617e0,"motivador a apresentação da embraer, tanto pelas oportunidades apresentadas, mas principalmente a história de vida da marinalva, uma inspiração em pessoa.",23/07/2025 18:39
251569e1-42c3-4c32-b8db-d8b8b9741d5b,adorei a camiseta!!,23/07/2025 23:07
251569e1-42c3-4c32-b8db-d8b8b9741d5b,manhã maravilhosa no wit!,23/07/2025 23:07
1130f3f4-1e33-482d-a327-745c63f1516b,o dia de hoje foi muito motivador. poder ver tantos trabalhos das meninas nas áreas foi inspirador.,23/07/2025 23:16
b26c0a2d-f5a9-4708-a4ec-8603756202d8,a palestra da embraer foi fantástica! que lição de vuda emocionante!!,24/07/2025 01:55
b26c0a2d-f5a9-4708-a4ec-8603756202d8,a. primeira pergunta do questionário de avaliação do wit não está permitindo marcar mais de 1 alternativa.,24/07/2025 01:58
262af184-23c3-4cb4-8231-04a142217d69,o tema é bem relevante e trás perspectivas diferentes do que imaginava.,24/07/2025 05:05
262af184-23c3-4cb4-8231-04a142217d69,palestra clara e objetiva.,24/07/2025 05:06
06f1249e-61d1-4916-a745-f29b8095822b,"ontem foi o dia mais legal e interativo, vou sair desse congresso inspirada a focar nos meus estudos pra crescer e ganhar mais espaço na área ❤️",24/07/2025 05:54
06f1249e-61d1-4916-a745-f29b8095822b,a camiseta e os brindes estão maravilhosos ❤️❤️❤️❤️,24/07/2025 05:54
c23e3c88-36e4-4099-abc5-67195fb50d88,conheci pessoas incríveis com projetos incríveis. é muito importante e muito boa essa troca.,24/07/2025 06:54
c23e3c88-36e4-4099-abc5-67195fb50d88,o momento da foto oficial foi muito lindo.,24/07/2025 06:55
6e490da9-d604-49fa-b782-7cc09c1615d3,ansiosa para as apresentações de hoje. certamente será  incrível!,24/07/2025 07:34
6e490da9-d604-49fa-b782-7cc09c1615d3,a gamificacao está demais.,24/07/2025 07:35
526a01d7-32cb-4bbe-a7c8-77d7090f52fd,evento super legal! 🥰,24/07/2025 07:38
c23e3c88-36e4-4099-abc5-67195fb50d88,ansiosa para ver as apresentações de hoje!,24/07/2025 07:48
d7cc7b23-8be1-497b-ae4a-23b538971629,ótima organização,24/07/2025 07:57
d7cc7b23-8be1-497b-ae4a-23b538971629,ansiosa para o próximo,24/07/2025 07:57
4270590b-ac53-434d-88eb-f948b87a7247,ansioso para hoje!,24/07/2025 07:57
4270590b-ac53-434d-88eb-f948b87a7247,"bom dia, ansioso para as apresentações de hoje.",24/07/2025 07:58
bf25caf2-133a-4e49-af4f-273e12e2009e,"hoje o dia vai ser emocionante, dia de apresentação.",24/07/2025 08:01
bf25caf2-133a-4e49-af4f-273e12e2009e,"última dia, já estou com saudades.",24/07/2025 08:01
5b1bd074-2e84-4caf-854b-505a36f8a606,ótimo trabalho,24/07/2025 08:05
5b1bd074-2e84-4caf-854b-505a36f8a606,"continuem assim, evento perfeito",24/07/2025 08:05
a57c1135-2ebb-4824-9625-c0bce163dddf,ansioso para a premiação do evento 🙏,24/07/2025 08:05
4bc0a904-0a38-4b33-b1de-cab5ea9cf808,palestras incríveis.,24/07/2025 08:06
4bc0a904-0a38-4b33-b1de-cab5ea9cf808,super legal,24/07/2025 08:06
a57c1135-2ebb-4824-9625-c0bce163dddf,go mermãs! 🔥,24/07/2025 08:06
9ea006aa-40fb-4edc-98dd-39d527a61d6d,impressionante a diversidade de informações interessantes,24/07/2025 08:09
9ea006aa-40fb-4edc-98dd-39d527a61d6d,incrível como essas palestras mudam a nossa visão,24/07/2025 08:09
0075ff65-ea4f-498d-992f-ada2464aa615,os fórums do wit estão sendo muito bons!,24/07/2025 08:24
d045f926-cf41-4757-ae96-89594f6e4870,tá incrível 💜,24/07/2025 08:24
d045f926-cf41-4757-ae96-89594f6e4870,mermãs digitais 💜,24/07/2025 08:24
0075ff65-ea4f-498d-992f-ada2464aa615,evento excelente!,24/07/2025 08:25
e11a154c-a026-49a9-9a71-ad45b5939df8,último dia de wit 😢,24/07/2025 08:40
170840c4-5893-454a-8433-5854baffd2cc,ansiosa pelas apresentações de hoje,24/07/2025 08:41
e11a154c-a026-49a9-9a71-ad45b5939df8,bom dia ☀️,24/07/2025 08:41
170840c4-5893-454a-8433-5854baffd2cc,esperando muito já pela premiação e a edição de 2026,24/07/2025 08:41
75049fc4-0a03-4d80-9d70-6471c2c5a110,o wit tá incrível!!!!,24/07/2025 08:46
75049fc4-0a03-4d80-9d70-6471c2c5a110,os artigos são demais,24/07/2025 08:46
75049fc4-0a03-4d80-9d70-6471c2c5a110,momentos incríveis,24/07/2025 08:47
0b4761ba-7672-4bde-89c3-74f013f2b163,último dia vamos que vamos!!!,24/07/2025 08:47
0b4761ba-7672-4bde-89c3-74f013f2b163,partiu!!!,24/07/2025 08:47
97bb898c-af32-4429-b56c-5914309a8775,triste de já ser o último dia,24/07/2025 08:52
67959b7b-0a25-4354-a35e-f5974a549323,uma pena hoje ser o último dia de wit!,24/07/2025 08:52
67959b7b-0a25-4354-a35e-f5974a549323,já estou pronta para o próximo 😍,24/07/2025 08:53
16d2d16a-6864-4d0c-afe3-d87991308ec5,"adorei, participei de todos",24/07/2025 08:55
16d2d16a-6864-4d0c-afe3-d87991308ec5,quero mais broches,24/07/2025 08:56
251569e1-42c3-4c32-b8db-d8b8b9741d5b,começando mais um dia no wit;),24/07/2025 08:57
050da8f6-fd58-42b6-8066-82fb42c0fa4b,"salas bem localizadas e organizadas, além de limpas e com bom som",24/07/2025 08:57
1e2c4536-db1c-40f6-a514-717da937138d,muito ansiosa pra apresentar nosso artigo!!!!,24/07/2025 08:57
050da8f6-fd58-42b6-8066-82fb42c0fa4b,"ótimas apresentações com diversidade de assuntos e temas, além de pessoas.",24/07/2025 08:57
1e2c4536-db1c-40f6-a514-717da937138d,"ótima organização, como sempre",24/07/2025 08:58
f3eed192-b8ab-4094-942f-54e234fbb70b,ainda tentando me recuperar da história de vida de marinalva 😭,24/07/2025 08:58
f3eed192-b8ab-4094-942f-54e234fbb70b,palestra incrível do embraer 🤩🤩🤩,24/07/2025 08:59
352e47bd-d2bf-4541-a6ce-6498a321db06,palestra incrível a da embraer,24/07/2025 09:01
3efe71e2-c0d5-4596-b566-0ef34e7ff13d,ansiosa para as de hoje!,24/07/2025 09:01
3efe71e2-c0d5-4596-b566-0ef34e7ff13d,"mesmo vindo para outro evento, minha agenda hj é 100% wit",24/07/2025 09:02
5c7c797e-febc-42ad-883a-7aaefc221bb2,super ansiosa com o dia de hoje,24/07/2025 09:02
cf03f7b1-8338-40a2-84f4-91ec5f988764,evento incrível!,24/07/2025 09:03
352e47bd-d2bf-4541-a6ce-6498a321db06,massa dms !!!!!!,24/07/2025 09:03
cf03f7b1-8338-40a2-84f4-91ec5f988764,último dia!!!,24/07/2025 09:03
352e47bd-d2bf-4541-a6ce-6498a321db06,que pena q está acabando..,24/07/2025 09:03
a24b5393-ee39-4272-8f84-7f95fa794341,"que venha o último dia, wit já deixando saudades.",24/07/2025 09:05
17a6d940-56ba-4d72-8c6b-3f765a91e6ac,expectativa a mil aqui no último dia de wit!!!,24/07/2025 09:06
268e12fc-6012-41e0-9301-483b58059c69,"último dia, 😍",24/07/2025 09:06
20280073-68fe-4304-9f54-d23b1663fe33,os artigos são extremamente importantes para aderirmos conhecimentos de outros temas e adequarmos em nosso projetos,24/07/2025 09:07
d90a7533-8a3c-4a1e-9221-2185fdeaec90,"adorei o tema de inclusão, diversidade e equidade!",24/07/2025 09:07
d90a7533-8a3c-4a1e-9221-2185fdeaec90,adorando participar do wit!!!,24/07/2025 09:07
6d48edcf-e6d6-48d3-a2e0-e9296cb697f3,já estou com saudade 🥲,24/07/2025 09:07
a4ceb2fb-9e75-4db1-ace5-c82f92a1376e,tudo ótimo,24/07/2025 09:07
6d48edcf-e6d6-48d3-a2e0-e9296cb697f3,que hoje seja um dia maravilhoso,24/07/2025 09:07
ed496342-5088-4e03-9bf6-270dbfd06758,secção técnica 5 está com apresentações fantásticas ✨,24/07/2025 09:07
a4ceb2fb-9e75-4db1-ace5-c82f92a1376e,maravilhoso. parabéns,24/07/2025 09:07
ce4b41b3-8b58-4d8c-9cb8-5bf7133c59d4,sempre maravilhoso,24/07/2025 09:08
ce4b41b3-8b58-4d8c-9cb8-5bf7133c59d4,perfeito,24/07/2025 09:08
a6584b5b-822e-4c85-be5b-e91db87dc16e,até agora tudo maravilhoso!,24/07/2025 09:08
4c4af487-81e9-4e3a-8efc-b2d0f1b0b394,foram dias de muito conhecimento e boas experiências,24/07/2025 09:09
38a3f457-2608-4b06-a8f5-f05a3c41b341,"último dia, tururuu",24/07/2025 09:09
4c4af487-81e9-4e3a-8efc-b2d0f1b0b394,estou voltando pra casa com muitas ideias e inovações,24/07/2025 09:09
3ad87374-5d6b-41e4-a901-00435a3f8c6e,amei o dia de hj,24/07/2025 09:09
3ad87374-5d6b-41e4-a901-00435a3f8c6e,espero que os próximos encontros sejam tão bons quanto,24/07/2025 09:09
38a3f457-2608-4b06-a8f5-f05a3c41b341,já quero ir para o próximo!!!,24/07/2025 09:10
eb7a2e85-37f5-4355-b66a-b99d1a9ac033,"que evento incrível, vou sentir saudadee do csbc💖",24/07/2025 09:10
eb7a2e85-37f5-4355-b66a-b99d1a9ac033,todas as apresentações do wit impecáveis!,24/07/2025 09:10
671f8ca1-38b7-401b-b96a-2dc047c32c4b,está sendo um sonho!,24/07/2025 09:10
671f8ca1-38b7-401b-b96a-2dc047c32c4b,a energia ontem na hora da foto foi incrível!,24/07/2025 09:11
20280073-68fe-4304-9f54-d23b1663fe33,extremamente importante,24/07/2025 09:11
17a6d940-56ba-4d72-8c6b-3f765a91e6ac,"assunto muito interessante sobre a síndrome do impostor, já passei por isso no começo da minha carreira como desenvolvedora e fui muito bem acolhida por mulheres incríveis e empoderadas. viva o wit!!!",24/07/2025 09:13
f968ccfe-0100-4760-818b-0d85fd912a70,adorei o evento ! ótimas palestras ! queria mais,24/07/2025 09:15
5244efbb-01d2-4f7e-b505-4fd32300baff,trabalhos qualificados demais. o wit cresceu com sessões técnicas em paralelo. esta na hora de virar um simpósio hehehe,24/07/2025 09:16
ed496342-5088-4e03-9bf6-270dbfd06758,wit está cheio de artigos maravilhosos ✨🫰🏻,24/07/2025 09:16
38a3f457-2608-4b06-a8f5-f05a3c41b341,evento muito bom!,24/07/2025 09:17
5c7c797e-febc-42ad-883a-7aaefc221bb2,muito interessante o artigo sobre a síndrome da impostora,24/07/2025 09:19
e56b565e-2680-4f05-bfb5-f672c691d632,uma pena que já é o último dia!,24/07/2025 09:19
e56b565e-2680-4f05-bfb5-f672c691d632,animada para o ano que vem!,24/07/2025 09:19
9e1aa993-64b6-4d6b-99d1-897ce3415327,evento maravilhoso!!!,24/07/2025 09:19
c08bca4e-d84f-4567-b938-d29470fd6d02,#csbc2025,24/07/2025 09:20
9e1aa993-64b6-4d6b-99d1-897ce3415327,😍😍,24/07/2025 09:20
9e1aa993-64b6-4d6b-99d1-897ce3415327,👏,24/07/2025 09:20
ae4d3fbb-069f-4906-895d-6ff10de1bdb9,"último dia de csbc e wit, ansiosa e triste ao mesmo tempo.",24/07/2025 09:20
39c3a3e9-ded4-4f91-a9f8-b00e2c644d07,#csbc2025,24/07/2025 09:21
9e1aa993-64b6-4d6b-99d1-897ce3415327,💫❤️,24/07/2025 09:21
c08bca4e-d84f-4567-b938-d29470fd6d02,"minha a primeira vez no evento e em congresso relacionados, e estou achando muito interessante as apresentações de artigos, dá mais motivação de estar na área acadêmica.",24/07/2025 09:21
609ff990-2fc8-4802-9bc3-d805b042eab5,considerei a palestra importante para a minha compreensão da situação atual das mulheres na área stem.,24/07/2025 09:21
f37ffdc2-3f64-4b56-a935-4ddecee92321,o evento está sendo maravilhoso,24/07/2025 09:21
f37ffdc2-3f64-4b56-a935-4ddecee92321,amei a camisa dessa edição do wit,24/07/2025 09:22
609ff990-2fc8-4802-9bc3-d805b042eab5,gostei,24/07/2025 09:22
adec314d-1120-4e55-985a-8bdbbf48be55,"gurias of code, presente! (sessão técnica 05)",24/07/2025 09:22
adec314d-1120-4e55-985a-8bdbbf48be55,"a programação está excelente, contemplando diversidade e interseccionalidade!",24/07/2025 09:23
c8ddbe59-a031-4194-add3-db3071ddcbef,último dia wit :(,24/07/2025 09:23
c8ddbe59-a031-4194-add3-db3071ddcbef,💜,24/07/2025 09:24
d230aaa6-976f-49bd-bb8a-21d45dec64ab,vou voltar ano que vem!,24/07/2025 09:25
d230aaa6-976f-49bd-bb8a-21d45dec64ab,agradeço o apoio da embraer! a palestra da marinalva foi emocionante!,24/07/2025 09:26
454aed9e-698f-45b7-bd91-93f4a4e6aa1d,sessao maravilhosa,24/07/2025 09:26
454aed9e-698f-45b7-bd91-93f4a4e6aa1d,muito feliz em estar no wit,24/07/2025 09:26
454aed9e-698f-45b7-bd91-93f4a4e6aa1d,❤️,24/07/2025 09:27
8ace69cd-74b9-4738-b109-9ea8d441105c,organização arrasou,24/07/2025 09:28
8ace69cd-74b9-4738-b109-9ea8d441105c,muito massa o evento,24/07/2025 09:29
5ca22f49-b601-4a36-81af-dba71e05cf97,artigos muito bons,24/07/2025 09:29
5ca22f49-b601-4a36-81af-dba71e05cf97,quero ir pro próximo,24/07/2025 09:29
8ac171ff-ae8c-4709-899e-93e23ba84729,amando o wit,24/07/2025 09:31
325332d3-4d5a-4a5f-9767-efb22cbb4b1c,"palestrantes incríveis, aprendi muito com suas vivências",24/07/2025 09:32
b787555f-cd18-4a0b-9e20-493282185ddd,trabalhar com estatística e dados demanda muito cuidado para não serem enviesado. muito bom.,24/07/2025 09:33
325332d3-4d5a-4a5f-9767-efb22cbb4b1c,experiência maravilhosa de ouvir e participar desse debate,24/07/2025 09:33
3406c3d7-f8f1-4db4-9d3f-06b9d53fa541,💙💙💙,24/07/2025 09:33
3406c3d7-f8f1-4db4-9d3f-06b9d53fa541,👏👏👏👏👏,24/07/2025 09:34
325332d3-4d5a-4a5f-9767-efb22cbb4b1c,muito bom!,24/07/2025 09:34
5671ae6e-ba88-4fbb-b2dd-5c0c4e65ce60,vai codebloom,24/07/2025 09:34
5671ae6e-ba88-4fbb-b2dd-5c0c4e65ce60,vai meninas,24/07/2025 09:34
bbce1d34-bf29-45d4-8ff1-5bc397a59a07,💙💙,24/07/2025 09:35
bbce1d34-bf29-45d4-8ff1-5bc397a59a07,💙💙💙,24/07/2025 09:35
01bdf958-26a8-4cbb-9001-f8323dd02301,está acabando😭,24/07/2025 09:35
bbce1d34-bf29-45d4-8ff1-5bc397a59a07,💙,24/07/2025 09:35
7afaf882-baa2-47f7-aa69-a15f8ad3452a,💙💙💙,24/07/2025 09:37
00785be0-171f-446a-9069-97212c12e0e3,maravilhosas ❤️,24/07/2025 09:37
00785be0-171f-446a-9069-97212c12e0e3,adorei muito,24/07/2025 09:37
01bdf958-26a8-4cbb-9001-f8323dd02301,💙💙,24/07/2025 09:37
39c3a3e9-ded4-4f91-a9f8-b00e2c644d07,#wit,24/07/2025 09:38
39c3a3e9-ded4-4f91-a9f8-b00e2c644d07,#mulheres,24/07/2025 09:38
3ecdcc60-1292-4833-9c99-08066e0a6e86,apresentação sobre síndrome do impostor muito interessante!,24/07/2025 09:38
c90f49e7-30eb-4954-bad6-ff13e4342a57,empolgada para este dia!,24/07/2025 09:38
3ecdcc60-1292-4833-9c99-08066e0a6e86,quero brindes do wit!,24/07/2025 09:38
39c3a3e9-ded4-4f91-a9f8-b00e2c644d07,csbc2025,24/07/2025 09:38
e4d0c31c-1009-4bce-8c78-8d6c2d7dce89,oi maninhas,24/07/2025 09:39
e4d0c31c-1009-4bce-8c78-8d6c2d7dce89,amo,24/07/2025 09:39
c90f49e7-30eb-4954-bad6-ff13e4342a57,"parabéns, fernanda! adorei sua palestra sobre a síndrome do impostor",24/07/2025 09:39
f429f390-79a1-4e84-9a93-87a43048d3d7,oportunidade de conhecer outras realidades .,24/07/2025 09:41
f429f390-79a1-4e84-9a93-87a43048d3d7,ver que as questões que envolve nos mulheres nesta área está sendo debatido.,24/07/2025 09:42
251569e1-42c3-4c32-b8db-d8b8b9741d5b,amando as sessões técnicas!,24/07/2025 09:43
429ddec8-9edb-4757-ab8b-fcdb61defd4e,o artigos estão incríveis!!,24/07/2025 09:44
f9ff0b83-ae39-447d-b0f0-4714731e87c0,"último dia, ja estou com saudades!",24/07/2025 09:45
f9ff0b83-ae39-447d-b0f0-4714731e87c0,"amando os momentos de conversa, troca e mesa redonda!",24/07/2025 09:46
34191d68-5e12-4c00-aa49-d5df3fba23d2,vamos pra mais um dia de csbc!,24/07/2025 09:46
9365cf2e-64e9-49a0-bd3a-0d347b215820,"os artigos estão muito bem feitos, a seleção foi ótima",24/07/2025 09:47
fcd08197-e61d-4cc4-8460-7859bc9ee761,gostei muito,24/07/2025 09:49
9365cf2e-64e9-49a0-bd3a-0d347b215820,a cor da farda tá linda por demais ❤️,24/07/2025 09:49
29c31113-a01c-48e9-b475-a6963c13f3b6,tudo lindo,24/07/2025 09:50
fcd08197-e61d-4cc4-8460-7859bc9ee761,momento incrivel,24/07/2025 09:50
40fe60dd-8567-464d-ae76-d066077f13a2,palestras interativas e muito envolventes e muito informativas,24/07/2025 09:52
a24b5393-ee39-4272-8f84-7f95fa794341,já aguardando a ida a gramado. 🤩🤓,24/07/2025 09:53
192b32a5-e58c-4098-9904-78bda4615134,muito importante,24/07/2025 09:53
192b32a5-e58c-4098-9904-78bda4615134,sempre bom aprender,24/07/2025 09:53
e9b594f7-6309-4190-9032-4dde803e2d6a,"último dia de wit, ja estou com saudades🥹🙏🩷🌻",24/07/2025 09:53
add7fd57-687a-4470-8299-2c592991f1cb,highschoolminas foi o mais interessante pra mim.,24/07/2025 09:54
add7fd57-687a-4470-8299-2c592991f1cb,a ideia de criar um jogo pra ajudar as meninas em segurança digital foi genial.,24/07/2025 09:54
b787555f-cd18-4a0b-9e20-493282185ddd,"aula de conceitos de algoritmos antes de entrar em uma linguagem específica é muito bom para não acostumar os alunos na linguagem ""mais fácil"".",24/07/2025 09:56
fe69c798-5373-4255-831b-9a1ce468c5d6,o momento de apresentação dos artigos aprovados está sendo bastante inspirador!,24/07/2025 09:56
fe69c798-5373-4255-831b-9a1ce468c5d6,"ontem finalizei o dia com novas ideias para o projeto em que faço parte, para integrar mais mulheres",24/07/2025 09:56
1bfbf56f-28e4-4dee-874f-83823030bda3,"sessão técnica 5 está inspiradora! muito bom conhecer outras formas de levar a stem para o mundo, buscando diversidade de gênero",24/07/2025 09:57
c44a6e4a-9181-4d20-94cb-c3d5e05fd31c,muito bem,24/07/2025 09:57
c44a6e4a-9181-4d20-94cb-c3d5e05fd31c,ameiii,24/07/2025 09:57
0708d7a9-ed61-4c3c-9a29-dd8d999363e3,que trabalhos maravilhosos,24/07/2025 10:01
ae4d3fbb-069f-4906-895d-6ff10de1bdb9,"ótima sessão de artigos, os trabalhos e projetos para ter uma maior inclusão feminina no mundo da ti são muito bons e extremamente importantes.",24/07/2025 10:01
49506d82-9f58-4b30-828a-de6ce622a116,evento inspirador! cheia de ideias para inspirar e ajudar outras meninas e mulheres do meu agreste pernambucano a transformarem suas vidas!,24/07/2025 10:04
429ddec8-9edb-4757-ab8b-fcdb61defd4e,amei os artigos!!,24/07/2025 10:06
7afaf882-baa2-47f7-aa69-a15f8ad3452a,muito bom!,24/07/2025 10:06
93780366-368f-4230-aa79-3ac4dca0bec6,"infelizmente hoje é o último dia, muito obrigada por tudo",24/07/2025 10:08
de8d707d-b7b7-43bd-9191-a060a88bb761,amei a iniciativa do gurias na comp de mostrar a trajetória de mulheres “comuns”. como é enriquecedor conhecer ideias de outros projetos!,24/07/2025 10:08
e4d0c31c-1009-4bce-8c78-8d6c2d7dce89,heyyy,24/07/2025 10:09
e4d0c31c-1009-4bce-8c78-8d6c2d7dce89,lindaaaasa,24/07/2025 10:09
266dfd00-4b9e-447c-910d-0deebdb32501,👏👏👏,24/07/2025 10:09
266dfd00-4b9e-447c-910d-0deebdb32501,amei,24/07/2025 10:09
